label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22
Raised Hand,0.0,0.0,0.0,0.9999947547912598,0.014764964580535889,-0.015370592474937439,0.039155423641204834,0.9999805688858032,0.022288739681243896,-0.015317842364311218,0.03910708427429199,0.9999810457229614,0.03064429759979248,-0.015360996127128601,0.03915524482727051,0.9999792575836182,-0.01634162664413452,-0.015176430344581604,0.03955966234207153,0.9999771118164062,-0.02779000997543335,-0.014755800366401672,0.039579689502716064,0.9999780654907227,-0.03635302186012268,-0.014389291405677795,0.03961753845214844,0.9999767541885376,0.044555604457855225,-0.009739533066749573,0.28560933470726013,0.9999669790267944,-0.05018863081932068,-0.008747920393943787,0.28616195917129517,0.9999614953994751,0.018515408039093018,0.01791904866695404,0.0945911705493927,0.9999943971633911,-0.018317580223083496,0.0192805677652359,0.0947752296924591,0.9999935626983643,0.13129675388336182,0.09559144079685211,0.4179115444421768,0.9999926090240479,-0.12604635953903198,0.09645126760005951,0.4467439502477646,0.9999608993530273,0.18328911066055298,0.2210593968629837,0.5175079759210348,0.9941020607948303,-0.15789932012557983,0.2309042066335678,0.5244561322033405,0.9862267374992371,0.16386902332305908,0.3403234928846359,0.2702593505382538,0.9934060573577881,-0.15344232320785522,0.3480037897825241,0.2885948419570923,0.9779231548309326,0.15696430206298828,0.3810046762228012,0.18558669090270996,0.9866095185279846,-0.15050309896469116,0.388064906001091,0.20746701955795288,0.9600543975830078,0.1382373571395874,0.37375782430171967,0.1089237630367279,0.987032413482666,-0.13171297311782837,0.38053880631923676,0.13228604197502136,0.9612469673156738,0.13511556386947632,0.3614885061979294,0.23724019527435303,0.9832304120063782,-0.12836003303527832,0.3677510470151901,0.2542996406555176,0.955295979976654
Raised Hand,0.0,0.0,0.0,0.9999945759773254,0.014689862728118896,-0.01542198657989502,0.03730648756027222,0.9999797940254211,0.022339820861816406,-0.015322670340538025,0.037293702363967896,0.9999803900718689,0.030441880226135254,-0.01525600254535675,0.03740778565406799,0.9999784827232361,-0.016347765922546387,-0.014992952346801758,0.03912690281867981,0.9999764561653137,-0.027530699968338013,-0.014509126543998718,0.039179474115371704,0.9999774694442749,-0.03615850210189819,-0.014046922326087952,0.03921198844909668,0.9999759197235107,0.04426842927932739,-0.009364321827888489,0.2619677484035492,0.9999657273292542,-0.05027475953102112,-0.007539376616477966,0.2684362679719925,0.9999600052833557,0.018557369709014893,0.0179368257522583,0.08486050367355347,0.9999939799308777,-0.018453538417816162,0.01912665367126465,0.08688181638717651,0.999993085861206,0.13124680519104004,0.09594316780567169,0.36937326192855835,0.9999920129776001,-0.1263968050479889,0.09661687910556793,0.39037690311670303,0.9999590516090393,0.18289399147033691,0.22121821343898773,0.4518016930669546,0.993960976600647,-0.15858936309814453,0.23094193637371063,0.43099894002079964,0.9858662486076355,0.16377609968185425,0.3407864421606064,0.2394626885652542,0.9933972954750061,-0.15328171849250793,0.34823743999004364,0.1818639636039734,0.9773520231246948,0.15679973363876343,0.38131682574748993,0.16708999872207642,0.9866387844085693,-0.15096122026443481,0.3876873105764389,0.10012876987457275,0.9593753814697266,0.1381314992904663,0.37422941625118256,0.09285026788711548,0.9870656132698059,-0.13181132078170776,0.38060860335826874,0.03706157207489014,0.9605780839920044,0.13493221998214722,0.36260567605495453,0.20838662981987,0.9833184480667114,-0.12775051593780518,0.36833356320858,0.1511707603931427,0.9546695947647095
Raised Hand,0.0,0.0,0.0,0.9999943375587463,0.014656424522399902,-0.015427380800247192,0.037716060876846313,0.99997878074646,0.022372305393218994,-0.01530863344669342,0.03769683837890625,0.999979555606842,0.03031444549560547,-0.015196934342384338,0.03780636191368103,0.9999774694442749,-0.016362160444259644,-0.014918029308319092,0.03941860795021057,0.9999755620956421,-0.027392953634262085,-0.014409780502319336,0.03947073221206665,0.9999765753746033,-0.036018431186676025,-0.013915494084358215,0.0394972562789917,0.99997478723526,0.04383730888366699,-0.009184077382087708,0.2661542296409607,0.9999639987945557,-0.05026203393936157,-0.006801500916481018,0.2723179757595062,0.9999579787254333,0.018613100051879883,0.017914921045303345,0.08657312393188477,0.9999935030937195,-0.01847618818283081,0.01898413896560669,0.0884367823600769,0.9999925494194031,0.13125908374786377,0.096072256565094,0.37583664804697037,0.9999914169311523,-0.12675851583480835,0.09661594033241272,0.39672957360744476,0.999957263469696,0.1827247142791748,0.22132742404937744,0.45718902722001076,0.9938021302223206,-0.15971210598945618,0.23064371943473816,0.4324946142733097,0.9854953289031982,0.16376203298568726,0.3410228490829468,0.2432389259338379,0.9933061003684998,-0.15331542491912842,0.34827136993408203,0.18578267097473145,0.976607084274292,0.15679872035980225,0.3813745379447937,0.16989752650260925,0.9865121841430664,-0.15150192379951477,0.3874439597129822,0.1042969822883606,0.9583423137664795,0.13817977905273438,0.37439197301864624,0.09475106000900269,0.9869502782821655,-0.1318453848361969,0.38058722019195557,0.04076027870178223,0.9595616459846497,0.13490086793899536,0.363055944442749,0.2116747796535492,0.9832092523574829,-0.12752869725227356,0.3686770796775818,0.15490859746932983,0.9536145329475403
Raised Hand,0.0,0.0,0.0,0.999994158744812,0.014639735221862793,-0.015435487031936646,0.03736811876296997,0.9999780058860779,0.02240532636642456,-0.015318050980567932,0.037349820137023926,0.9999788999557495,0.0302048921585083,-0.01518850028514862,0.03746390342712402,0.9999766945838928,-0.016359806060791016,-0.01490071415901184,0.03930246829986572,0.9999749064445496,-0.027335792779922485,-0.01438865065574646,0.03935489058494568,0.9999759793281555,-0.03595903515815735,-0.013837441802024841,0.039379119873046875,0.9999740123748779,0.04354214668273926,-0.009074479341506958,0.2651057839393616,0.9999626278877258,-0.05021923780441284,-0.0062293559312820435,0.27208441495895386,0.9999565482139587,0.018642544746398926,0.017896711826324463,0.08624833822250366,0.999993085861206,-0.018473953008651733,0.018907412886619568,0.08839568495750427,0.9999921321868896,0.13129591941833496,0.09610402584075928,0.37580646574497223,0.9999908208847046,-0.12699684500694275,0.09658294916152954,0.39757532626390457,0.9999557733535767,0.18264055252075195,0.22133731842041016,0.4585604965686798,0.993666410446167,-0.16047680377960205,0.23038983345031738,0.4310455918312073,0.9851574301719666,0.1638103723526001,0.3411613404750824,0.24517540633678436,0.9932219982147217,-0.15330487489700317,0.3482464849948883,0.18794947862625122,0.975903332233429,0.15684765577316284,0.38135239481925964,0.1727454662322998,0.9863936305046082,-0.15191343426704407,0.3872279226779938,0.107351154088974,0.9573557376861572,0.13827896118164062,0.3744466006755829,0.09794497489929199,0.986840546131134,-0.13183370232582092,0.380511611700058,0.043354690074920654,0.958596408367157,0.13492733240127563,0.3633215129375458,0.2138049304485321,0.9831112027168274,-0.12736615538597107,0.3688870966434479,0.15704628825187683,0.9526445865631104
Raised Hand,0.0,0.0,0.0,0.9999940395355225,0.014580190181732178,-0.015443593263626099,0.037626057863235474,0.9999775886535645,0.022630512714385986,-0.01532900333404541,0.03760248422622681,0.9999786019325256,0.030154764652252197,-0.015197604894638062,0.037708938121795654,0.9999762177467346,-0.01629653573036194,-0.014874786138534546,0.039538174867630005,0.9999745488166809,-0.027069121599197388,-0.01433323323726654,0.039589136838912964,0.9999756217002869,-0.03570151329040527,-0.013666868209838867,0.039614707231521606,0.999973475933075,0.04304379224777222,-0.009007781744003296,0.26812414824962616,0.9999619126319885,-0.04993864893913269,-0.005693763494491577,0.2749185860157013,0.9999557137489319,0.01885145902633667,0.017884299159049988,0.08738160133361816,0.999992847442627,-0.01836371421813965,0.01888027787208557,0.0894930362701416,0.9999918937683105,0.13157939910888672,0.09616915881633759,0.38229160010814667,0.9999904036521912,-0.1269814670085907,0.09657128155231476,0.40509847551584244,0.9999547004699707,0.18259364366531372,0.22133447229862213,0.4659702181816101,0.9935735464096069,-0.161106675863266,0.23030562698841095,0.4388718269765377,0.9849714636802673,0.16426819562911987,0.34138013422489166,0.24942809343338013,0.9931491613388062,-0.15318244695663452,0.34834273159503937,0.19774159789085388,0.9753380417823792,0.15768098831176758,0.381340816617012,0.17568615078926086,0.9862801432609558,-0.15249323844909668,0.38722147047519684,0.11753764748573303,0.9564878344535828,0.13920962810516357,0.3745649605989456,0.10053461790084839,0.986739456653595,-0.13169685006141663,0.38055504858493805,0.052601009607315063,0.9577581882476807,0.13549846410751343,0.3637012392282486,0.21777382493019104,0.9830214381217957,-0.12708166241645813,0.369501069188118,0.16652148962020874,0.9518129825592041
Raised Hand,0.0,0.0,0.0,0.9999938011169434,0.014482855796813965,-0.015408456325531006,0.037342965602874756,0.9999765753746033,0.023188531398773193,-0.01532202959060669,0.03731164336204529,0.9999777674674988,0.0305367112159729,-0.015182599425315857,0.03741440176963806,0.9999752640724182,-0.015852749347686768,-0.014821648597717285,0.03898477554321289,0.9999734163284302,-0.02615007758140564,-0.014242902398109436,0.03904670476913452,0.9999744892120361,-0.03492844104766846,-0.013483911752700806,0.03907659649848938,0.9999719858169556,0.04254627227783203,-0.008903607726097107,0.26511038839817047,0.9999604225158691,-0.048897773027420044,-0.005236834287643433,0.2711918354034424,0.9999531507492065,0.019323647022247314,0.01786603033542633,0.08628326654434204,0.9999923706054688,-0.017879575490951538,0.018857985734939575,0.08815386891365051,0.9999912977218628,0.13225865364074707,0.09623228013515472,0.3758518770337105,0.9999900460243225,-0.12623625993728638,0.09654830396175385,0.39944256097078323,0.9999523758888245,0.18201172351837158,0.22129718959331512,0.45819782093167305,0.993442177772522,-0.16089588403701782,0.23009537160396576,0.4325493462383747,0.9844155311584473,0.16547447443008423,0.3413281589746475,0.24406524002552032,0.9930722117424011,-0.15312325954437256,0.34828294813632965,0.19256243109703064,0.9741629362106323,0.16047227382659912,0.3813105970621109,0.17205750942230225,0.9861657619476318,-0.15324392914772034,0.3871656209230423,0.11588826775550842,0.9547851085662842,0.14177775382995605,0.3747330456972122,0.09668201208114624,0.9866395592689514,-0.1314491629600525,0.3805350214242935,0.05126684904098511,0.9561377167701721,0.1370975375175476,0.3641858249902725,0.21220049262046814,0.9829452037811279,-0.12645086646080017,0.36960209906101227,0.16120067238807678,0.9502405524253845
Raised Hand,0.0,0.0,0.0,0.9999933838844299,0.015184640884399414,-0.015335902571678162,0.03767773509025574,0.9999750852584839,0.024934113025665283,-0.01524043083190918,0.03764188289642334,0.9999765157699585,0.0328788161277771,-0.015064522624015808,0.03773429989814758,0.9999738931655884,-0.014409452676773071,-0.014774635434150696,0.03951835632324219,0.9999714493751526,-0.02401423454284668,-0.01418575644493103,0.03957703709602356,0.9999725222587585,-0.0334281325340271,-0.013425707817077637,0.03960305452346802,0.9999695420265198,0.045074522495269775,-0.008432343602180481,0.26858489215373993,0.999958336353302,-0.04558694362640381,-0.005136758089065552,0.2769228667020798,0.9999485611915588,0.020537376403808594,0.017894238233566284,0.08758944272994995,0.999991774559021,-0.016613036394119263,0.018874526023864746,0.08973941206932068,0.9999904632568359,0.1356458067893982,0.09655041992664337,0.38222286105155945,0.9999896287918091,-0.1227949857711792,0.09641565382480621,0.4094291627407074,0.9999496936798096,0.1840192675590515,0.2217831164598465,0.4630640596151352,0.9932661056518555,-0.15967336297035217,0.2287435382604599,0.4411564841866493,0.9834586381912231,0.17062163352966309,0.341360405087471,0.2417769432067871,0.9928958415985107,-0.1580381989479065,0.3471926599740982,0.19919687509536743,0.9725377559661865,0.1683630347251892,0.38138653337955475,0.16918039321899414,0.9858684539794922,-0.15649288892745972,0.38603051006793976,0.12115156650543213,0.9525222182273865,0.14873266220092773,0.37516917288303375,0.09136709570884705,0.9863709807395935,-0.13733717799186707,0.37982167303562164,0.053499042987823486,0.9539766907691956,0.14274674654006958,0.36525340378284454,0.2082248032093048,0.9826385378837585,-0.13315173983573914,0.368815079331398,0.16642358899116516,0.9480116963386536
Raised Hand,0.0,0.0,0.0,0.999993085861206,0.015578627586364746,-0.015253469347953796,0.03778901696205139,0.9999738335609436,0.025885343551635742,-0.015158727765083313,0.03774905204772949,0.9999755024909973,0.03416186571121216,-0.014968067407608032,0.03783312439918518,0.9999727606773376,-0.013746917247772217,-0.014697670936584473,0.04009819030761719,0.9999698400497437,-0.022975891828536987,-0.014108449220657349,0.04015779495239258,0.9999709129333496,-0.03277850151062012,-0.013347402215003967,0.04017925262451172,0.9999675154685974,0.04656606912612915,-0.008115455508232117,0.2698542922735214,0.9999567270278931,-0.04368174076080322,-0.005046337842941284,0.280471608042717,0.9999447464942932,0.02113783359527588,0.017960473895072937,0.08805534243583679,0.9999912977218628,-0.016052812337875366,0.01891876757144928,0.09079018235206604,0.9999897480010986,0.13764899969100952,0.09688243269920349,0.3847595378756523,0.9999892711639404,-0.12074145674705505,0.0963587760925293,0.41381165385246277,0.9999474287033081,0.18518126010894775,0.22226592898368835,0.4649045914411545,0.9930907487869263,-0.15882885456085205,0.2278498113155365,0.4464256092905998,0.9825438857078552,0.17379248142242432,0.3414616286754608,0.24176521599292755,0.9927026033401489,-0.15968233346939087,0.3464377820491791,0.20268961787223816,0.9709596633911133,0.1726030707359314,0.381521612405777,0.16962751746177673,0.9855460524559021,-0.15749558806419373,0.38534411787986755,0.12422940135002136,0.9503195881843567,0.1525862216949463,0.3755626380443573,0.0908365547657013,0.9860751628875732,-0.13925907015800476,0.3793843686580658,0.05593466758728027,0.9518699645996094,0.146073579788208,0.36605414748191833,0.20766451954841614,0.9822949767112732,-0.13540533185005188,0.36829301714897156,0.16974741220474243,0.9458402991294861
Raised Hand,0.0,0.0,0.0,0.9999930262565613,0.016025245189666748,-0.015207141637802124,0.037821412086486816,0.999973475933075,0.02664005756378174,-0.015040114521980286,0.0377621054649353,0.9999752640724182,0.03551369905471802,-0.014841452240943909,0.037818193435668945,0.9999724626541138,-0.013139069080352783,-0.014687687158584595,0.041365087032318115,0.9999692440032959,-0.02229568362236023,-0.014035090804100037,0.04140615463256836,0.9999702572822571,-0.03234583139419556,-0.013296887278556824,0.04139810800552368,0.9999668002128601,0.048408687114715576,-0.007736966013908386,0.2843317687511444,0.9999562501907349,-0.041677504777908325,-0.0051138997077941895,0.2995670735836029,0.999943196773529,0.02089899778366089,0.01794426143169403,0.09448632597923279,0.999991238117218,-0.016170799732208252,0.018775373697280884,0.09868559241294861,0.9999896883964539,0.13999724388122559,0.09671929478645325,0.4218660891056061,0.9999892711639404,-0.11859822273254395,0.09567773342132568,0.46219296753406525,0.9999473690986633,0.18714112043380737,0.22225937247276306,0.5146669298410416,0.9930641651153564,-0.1647154986858368,0.2241312563419342,0.5283174682408571,0.9825890064239502,0.18011432886123657,0.3413284718990326,0.2645667791366577,0.9925174117088318,-0.1746513843536377,0.3425048291683197,0.3089001774787903,0.9702569842338562,0.18099349737167358,0.381274551153183,0.18733826279640198,0.9851582050323486,-0.1673925518989563,0.38255390524864197,0.2342887818813324,0.9488019943237305,0.16056764125823975,0.3755609095096588,0.10406887531280518,0.9857261776924133,-0.14868396520614624,0.37724629044532776,0.15714919567108154,0.9504963755607605,0.1536715030670166,0.3664584457874298,0.22805404663085938,0.9818741083145142,-0.1462354063987732,0.3658081591129303,0.2725600302219391,0.9444717764854431
Raised Hand,0.0,0.0,0.0,0.9999929070472717,0.016178429126739502,-0.015267178416252136,0.034817278385162354,0.9999728798866272,0.027761638164520264,-0.015100106596946716,0.03475695848464966,0.9999748468399048,0.03807401657104492,-0.014920949935913086,0.03479421138763428,0.9999721050262451,-0.012070924043655396,-0.014713957905769348,0.045005857944488525,0.9999679923057556,-0.021416544914245605,-0.014084473252296448,0.045060157775878906,0.9999688267707825,-0.030024290084838867,-0.013385176658630371,0.045050978660583496,0.9999650716781616,0.053200483322143555,-0.007393047213554382,0.2731912136077881,0.9999558925628662,-0.035608649253845215,-0.005232200026512146,0.31775224208831787,0.9999387264251709,0.020020902156829834,0.018015146255493164,0.09131121635437012,0.9999911189079285,-0.0156552791595459,0.01874469220638275,0.10433441400527954,0.9999893307685852,0.14641624689102173,0.0983784943819046,0.4138999581336975,0.9999890923500061,-0.11212283372879028,0.09542481601238251,0.4874419793486595,0.9999467134475708,0.1920410394668579,0.22385601699352264,0.512400820851326,0.9930564761161804,-0.1631803810596466,0.22008441388607025,0.6193656325340271,0.9822778105735779,0.1923726201057434,0.3429504483938217,0.26852747797966003,0.9922046661376953,-0.18874958157539368,0.3302852660417557,0.42368437349796295,0.9694989323616028,0.19376540184020996,0.3822973817586899,0.19500094652175903,0.9844708442687988,-0.18884006142616272,0.3691403716802597,0.3560236543416977,0.9472318291664124,0.1729031205177307,0.377222940325737,0.1110483705997467,0.9850931167602539,-0.17261052131652832,0.36428819596767426,0.27640584111213684,0.9491553902626038,0.16636598110198975,0.36877696216106415,0.2323741316795349,0.9811266660690308,-0.1665724515914917,0.3518855422735214,0.3854123651981354,0.9432294368743896
